,title,company,salary,location,hiringStatus,postedDate
5113,Systems Architect,KBR,$133K - $182K/yr,"Lexington Park, MD",Actively Hiring,2023-01-08
5114,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K/yr,"Santa Clara, CA",Actively Hiring,2023-01-08
5115,Senior Network Architect,OnePartner,$71K - $106K/yr,"Kingsport, TN",Actively Hiring,2023-01-16
5116,Integration Architect,Speedway LLC,$85K - $120K/yr,"Enon, OH",Actively Hiring,2023-02-03
5117,Naval Architect,Derecktor Gunnell Inc.,$41K - $57K/yr,"Dania Beach, FL",Actively Hiring,2023-01-19
5118,Senior Guidewire Architect,NLC Insurance,$51K - $71K/yr,"Norwich, CT",Actively Hiring,2023-01-08
5119,Landscape Architect,KPM Franklin,$68K - $103K/yr,"Orlando, FL",Actively Hiring,2023-01-08
5120,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K/yr,"Los Angeles, CA",Actively Hiring,2023-01-24
5121,C2ISR Systems Engineer,PLEXSYS,$65K - $94K/yr,"Midwest City, OK",Actively Hiring,2023-01-08
5122,ICT Systems Engineer,Danis Construction,$81K - $124K/yr,"Miamisburg, OH",Actively Hiring,2023-01-08
5123,Licensed Architect,"CPZ Architects, Inc.",$85K/yr,"Vero Beach, FL",Actively Hiring,2023-01-17
5124,Preconstruction Manager,SitelogIQ,$81K - $117K/yr,"Harrisburg, PA",Actively Hiring,2023-01-08
5125,Project Architect,"Baker Associates, Inc.",$95K - $125K/yr,"Minneapolis, MN",Actively Hiring,2023-01-08
5126,Lead Systems Architect,Resource Data,$114K - $168K,"Anchorage, AK",Actively Hiring,2023-01-08
5127,Digital Architect,Alaska USA Federal Credit Union,$100K - $165K,"Glendale, AZ",Actively Hiring,2023-01-08
5128,Project Architect,Handel Architects,$88K - $122K,"Boston, MA",Actively Hiring,2023-01-08
5129,Enterprise Architect - Epic Architect,Cone Health,$200K - $400K,"Greensboro, NC",Actively Hiring,2023-01-08
5130,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5131,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5132,C2ISR Systems Architect,PLEXSYS,$93K - $136K,"Midwest City, OK",Actively Hiring,2023-01-08
5133,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$80K - $140K,"Dulles, VA",Actively Hiring,2023-01-08
5134,D365 Senior System Architect,USNR,$95K - $115K,"Woodland, WA",Actively Hiring,2023-01-08
5135,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5136,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5137,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5138,Cloud Systems Architect,Farm Credit Financial Partners,$68K - $97K,"Springfield, MA",Actively Hiring,2023-01-08
5139,Web Architect,Mouser Electronics,$84K - $117K,"Mansfield, TX",Actively Hiring,2023-01-08
5140,Solutions Architect,Kamstrup,$85K - $124K,"Roswell, GA",Actively Hiring,2023-01-08
5141,Systems Architect,KBR,$178K - $365K,"Lexington Park, MD",Actively Hiring,2023-01-08
5142,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K,"Santa Clara, CA",Actively Hiring,2023-01-08
5143,Senior Network Architect,OnePartner,$71K - $106K,"Kingsport, TN",Actively Hiring,2023-01-16
5144,Integration Architect,Speedway LLC,$85K - $120K,"Enon, OH",Actively Hiring,2023-02-03
5145,Naval Architect,Derecktor Gunnell Inc.,$70K - $90K,"Dania Beach, FL",Actively Hiring,2023-01-19
5146,Senior Guidewire Architect,NLC Insurance,$115K - $125K,"Norwich, CT",Actively Hiring,2023-01-08
5147,Landscape Architect,KPM Franklin,$68K - $103K,"Orlando, FL",Actively Hiring,2023-01-08
5148,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K,"Los Angeles, CA",Actively Hiring,2023-01-24
5149,C2ISR Systems Engineer,PLEXSYS,$80K - $110K,"Midwest City, OK",Actively Hiring,2023-01-08
5150,ICT Systems Engineer,Danis Construction,$81K - $124K,"Miamisburg, OH",Actively Hiring,2023-01-08
5151,Licensed Architect,"CPZ Architects, Inc.",$85K,"Vero Beach, FL",Actively Hiring,2023-01-17
5152,Preconstruction Manager,SitelogIQ,$81K - $117K,"Harrisburg, PA",Actively Hiring,2023-01-08
5153,Project Architect,"Baker Associates, Inc.",$95K - $125K,"Minneapolis, MN",Actively Hiring,2023-01-08
5154,Lead Systems Architect,Resource Data,$114K - $168K,"Anchorage, AK",Actively Hiring,2023-01-08
5155,Digital Architect,Alaska USA Federal Credit Union,$100K - $165K,"Glendale, AZ",Actively Hiring,2023-01-08
5156,Project Architect,Handel Architects,$88K - $122K,"Boston, MA",Actively Hiring,2023-01-08
5157,Enterprise Architect - Epic Architect,Cone Health,$200K - $400K,"Greensboro, NC",Actively Hiring,2023-01-08
5158,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5159,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5160,C2ISR Systems Architect,PLEXSYS,$93K - $136K,"Midwest City, OK",Actively Hiring,2023-01-08
5161,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$80K - $140K,"Dulles, VA",Actively Hiring,2023-01-08
5162,D365 Senior System Architect,USNR,$95K - $115K,"Woodland, WA",Actively Hiring,2023-01-08
5163,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5164,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5165,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5166,Cloud Systems Architect,Farm Credit Financial Partners,$68K - $97K,"Springfield, MA",Actively Hiring,2023-01-08
5167,Web Architect,Mouser Electronics,$84K - $117K,"Mansfield, TX",Actively Hiring,2023-01-08
5168,Solutions Architect,Kamstrup,$85K - $124K,"Roswell, GA",Actively Hiring,2023-01-08
5169,Systems Architect,KBR,$178K - $365K,"Lexington Park, MD",Actively Hiring,2023-01-08
5170,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K,"Santa Clara, CA",Actively Hiring,2023-01-08
5171,Senior Network Architect,OnePartner,$71K - $106K,"Kingsport, TN",Actively Hiring,2023-01-16
5172,Integration Architect,Speedway LLC,$85K - $120K,"Enon, OH",Actively Hiring,2023-02-03
5173,Naval Architect,Derecktor Gunnell Inc.,$70K - $90K,"Dania Beach, FL",Actively Hiring,2023-01-19
5174,Senior Guidewire Architect,NLC Insurance,$115K - $125K,"Norwich, CT",Actively Hiring,2023-01-08
5175,Landscape Architect,KPM Franklin,$68K - $103K,"Orlando, FL",Actively Hiring,2023-01-08
5176,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K,"Los Angeles, CA",Actively Hiring,2023-01-24
5177,C2ISR Systems Engineer,PLEXSYS,$80K - $110K,"Midwest City, OK",Actively Hiring,2023-01-08
5178,ICT Systems Engineer,Danis Construction,$81K - $124K,"Miamisburg, OH",Actively Hiring,2023-01-08
5179,Licensed Architect,"CPZ Architects, Inc.",$85K,"Vero Beach, FL",Actively Hiring,2023-01-17
5180,Preconstruction Manager,SitelogIQ,$81K - $117K,"Harrisburg, PA",Actively Hiring,2023-01-08
5181,Project Architect,"Baker Associates, Inc.",$95K - $125K,"Minneapolis, MN",Actively Hiring,2023-01-08
5182,Lead Systems Architect,Resource Data,$114K - $168K/yr,"Anchorage, AK",Actively Hiring,2023-01-08
5183,Digital Architect,Alaska USA Federal Credit Union,$94K - $137K/yr,"Glendale, AZ",Actively Hiring,2023-01-08
5184,Project Architect,Handel Architects,$88K - $122K/yr,"Boston, MA",Actively Hiring,2023-01-08
5185,Enterprise Architect - Epic Architect,Cone Health,$134K - $188K/yr,"Greensboro, NC",Actively Hiring,2023-01-08
5186,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K/yr,"Englewood, CO",Actively Hiring,2023-01-11
5187,Project Architect,Nadel Architects,$73K - $116K/yr,"Las Vegas, NV",Actively Hiring,2023-01-08
5188,C2ISR Systems Architect,PLEXSYS,$93K - $136K/yr,"Midwest City, OK",Actively Hiring,2023-01-08
5189,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$92K - $129K/yr,"Dulles, VA",Actively Hiring,2023-01-08
5190,D365 Senior System Architect,USNR,$77K - $102K/yr,"Woodland, WA",Actively Hiring,2023-01-08
5191,Project Architect,American Capital Group,$45K - $60K/yr,"Bellevue, WA",Actively Hiring,2023-01-08
5192,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K/yr,"West Palm Beach, FL",Actively Hiring,2023-01-19
5193,Systems Architect,Uline,$99K - $138K/yr,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5194,Cloud Systems Architect,Farm Credit Financial Partners,$68K - $97K/yr,"Springfield, MA",Actively Hiring,2023-01-08
5195,Web Architect,Mouser Electronics,$84K - $117K/yr,"Mansfield, TX",Actively Hiring,2023-01-08
5196,Solutions Architect,Kamstrup,$85K - $124K/yr,"Roswell, GA",Actively Hiring,2023-01-08
5197,Systems Architect,KBR,$133K - $182K/yr,"Lexington Park, MD",Actively Hiring,2023-01-08
5198,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K/yr,"Santa Clara, CA",Actively Hiring,2023-01-08
5199,Senior Network Architect,OnePartner,$71K - $106K/yr,"Kingsport, TN",Actively Hiring,2023-01-16
5200,Integration Architect,Speedway LLC,$85K - $120K/yr,"Enon, OH",Actively Hiring,2023-02-03
5201,Naval Architect,Derecktor Gunnell Inc.,$41K - $57K/yr,"Dania Beach, FL",Actively Hiring,2023-01-19
5202,Senior Guidewire Architect,NLC Insurance,$51K - $71K/yr,"Norwich, CT",Actively Hiring,2023-01-08
5203,Landscape Architect,KPM Franklin,$68K - $103K/yr,"Orlando, FL",Actively Hiring,2023-01-08
5204,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K/yr,"Los Angeles, CA",Actively Hiring,2023-01-24
5205,C2ISR Systems Engineer,PLEXSYS,$65K - $94K/yr,"Midwest City, OK",Actively Hiring,2023-01-08
5206,ICT Systems Engineer,Danis Construction,$81K - $124K/yr,"Miamisburg, OH",Actively Hiring,2023-01-08
5207,Licensed Architect,"CPZ Architects, Inc.",$85K/yr,"Vero Beach, FL",Actively Hiring,2023-01-17
5208,Preconstruction Manager,SitelogIQ,$81K - $117K/yr,"Harrisburg, PA",Actively Hiring,2023-01-08
5209,Project Architect,"Baker Associates, Inc.",$95K - $125K/yr,"Minneapolis, MN",Actively Hiring,2023-01-08
5210,Lead Systems Architect,Resource Data,$114K - $168K,"Anchorage, AK",Actively Hiring,2023-01-08
5211,Digital Architect,Alaska USA Federal Credit Union,$100K - $165K,"Glendale, AZ",Actively Hiring,2023-01-08
5212,Project Architect,Handel Architects,$88K - $122K,"Boston, MA",Actively Hiring,2023-01-08
5213,Enterprise Architect - Epic Architect,Cone Health,$200K - $400K,"Greensboro, NC",Actively Hiring,2023-01-08
5214,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5215,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5216,C2ISR Systems Architect,PLEXSYS,$93K - $136K,"Midwest City, OK",Actively Hiring,2023-01-08
5217,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$80K - $140K,"Dulles, VA",Actively Hiring,2023-01-08
5218,D365 Senior System Architect,USNR,$95K - $115K,"Woodland, WA",Actively Hiring,2023-01-08
5219,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5220,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5221,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5222,Cloud Systems Architect,Farm Credit Financial Partners,$68K - $97K,"Springfield, MA",Actively Hiring,2023-01-08
5223,Web Architect,Mouser Electronics,$84K - $117K,"Mansfield, TX",Actively Hiring,2023-01-08
5224,Solutions Architect,Kamstrup,$85K - $124K,"Roswell, GA",Actively Hiring,2023-01-08
5225,Systems Architect,KBR,$178K - $365K,"Lexington Park, MD",Actively Hiring,2023-01-08
5226,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K,"Santa Clara, CA",Actively Hiring,2023-01-08
5227,Senior Network Architect,OnePartner,$71K - $106K,"Kingsport, TN",Actively Hiring,2023-01-16
5228,Integration Architect,Speedway LLC,$85K - $120K,"Enon, OH",Actively Hiring,2023-02-03
5229,Naval Architect,Derecktor Gunnell Inc.,$70K - $90K,"Dania Beach, FL",Actively Hiring,2023-01-19
5230,Senior Guidewire Architect,NLC Insurance,$115K - $125K,"Norwich, CT",Actively Hiring,2023-01-08
5231,Landscape Architect,KPM Franklin,$68K - $103K,"Orlando, FL",Actively Hiring,2023-01-08
5232,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K,"Los Angeles, CA",Actively Hiring,2023-01-24
5233,C2ISR Systems Engineer,PLEXSYS,$80K - $110K,"Midwest City, OK",Actively Hiring,2023-01-08
5234,ICT Systems Engineer,Danis Construction,$81K - $124K,"Miamisburg, OH",Actively Hiring,2023-01-08
5235,Licensed Architect,"CPZ Architects, Inc.",$85K,"Vero Beach, FL",Actively Hiring,2023-01-17
5236,Preconstruction Manager,SitelogIQ,$81K - $117K,"Harrisburg, PA",Actively Hiring,2023-01-08
5237,Project Architect,"Baker Associates, Inc.",$95K - $125K,"Minneapolis, MN",Actively Hiring,2023-01-08
5238,Lead Systems Architect,Resource Data,$114K - $168K,"Anchorage, AK",Actively Hiring,2023-01-08
5239,Digital Architect,Alaska USA Federal Credit Union,$100K - $165K,"Glendale, AZ",Actively Hiring,2023-01-08
5240,Project Architect,Handel Architects,$88K - $122K,"Boston, MA",Actively Hiring,2023-01-08
5241,Enterprise Architect - Epic Architect,Cone Health,$200K - $400K,"Greensboro, NC",Actively Hiring,2023-01-08
5242,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5243,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5244,C2ISR Systems Architect,PLEXSYS,$93K - $136K,"Midwest City, OK",Actively Hiring,2023-01-08
5245,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$80K - $140K,"Dulles, VA",Actively Hiring,2023-01-08
5246,D365 Senior System Architect,USNR,$95K - $115K,"Woodland, WA",Actively Hiring,2023-01-08
5247,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5248,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5249,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5250,Cloud Systems Architect,Farm Credit Financial Partners,$68K - $97K,"Springfield, MA",Actively Hiring,2023-01-08
5251,Web Architect,Mouser Electronics,$84K - $117K,"Mansfield, TX",Actively Hiring,2023-01-08
5252,Solutions Architect,Kamstrup,$85K - $124K,"Roswell, GA",Actively Hiring,2023-01-08
5253,Systems Architect,KBR,$178K - $365K,"Lexington Park, MD",Actively Hiring,2023-01-08
5254,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K,"Santa Clara, CA",Actively Hiring,2023-01-08
5255,Senior Network Architect,OnePartner,$71K - $106K,"Kingsport, TN",Actively Hiring,2023-01-16
5256,Integration Architect,Speedway LLC,$85K - $120K,"Enon, OH",Actively Hiring,2023-02-03
5257,Naval Architect,Derecktor Gunnell Inc.,$90K - $149K,"Dania Beach, FL",Actively Hiring,2023-01-19
5258,Senior Guidewire Architect,NLC Insurance,$70K - $90K,"Norwich, CT",Actively Hiring,2023-01-08
5259,Future System Architect (Enterprise Architecture) - N2C3,MYMIC LLC,$115K - $125K,"Arlington, VA",Actively Hiring,2023-01-08
5260,Landscape Architect,KPM Franklin,$68K - $103K,"Orlando, FL",Actively Hiring,2023-01-08
5261,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K,"Los Angeles, CA",Actively Hiring,2023-01-24
5262,C2ISR Systems Engineer,PLEXSYS,$80K - $110K,"Midwest City, OK",Actively Hiring,2023-01-08
5263,ICT Systems Engineer,Danis Construction,$81K - $124K,"Miamisburg, OH",Actively Hiring,2023-01-08
5264,Licensed Architect,"CPZ Architects, Inc.",$85K,"Vero Beach, FL",Actively Hiring,2023-01-17
5265,Preconstruction Manager,SitelogIQ,$81K - $117K,"Harrisburg, PA",Actively Hiring,2023-01-08
5266,Lead Systems Architect,Resource Data,$114K - $168K,"Anchorage, AK",Actively Hiring,2023-01-08
5267,Digital Architect,Alaska USA Federal Credit Union,$100K - $165K,"Glendale, AZ",Actively Hiring,2023-01-08
5268,Project Architect,Handel Architects,$88K - $122K,"Boston, MA",Actively Hiring,2023-01-08
5269,Enterprise Architect - Epic Architect,Cone Health,$200K - $400K,"Greensboro, NC",Actively Hiring,2023-01-08
5270,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5271,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5272,C2ISR Systems Architect,PLEXSYS,$93K - $136K,"Midwest City, OK",Actively Hiring,2023-01-08
5273,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$80K - $140K,"Dulles, VA",Actively Hiring,2023-01-08
5274,D365 Senior System Architect,USNR,$95K - $115K,"Woodland, WA",Actively Hiring,2023-01-08
5275,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5276,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5277,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5278,Cloud Systems Architect,Farm Credit Financial Partners,$68K - $97K,"Springfield, MA",Actively Hiring,2023-01-08
5279,Web Architect,Mouser Electronics,$84K - $117K,"Mansfield, TX",Actively Hiring,2023-01-08
5280,Solutions Architect,Kamstrup,$85K - $124K,"Roswell, GA",Actively Hiring,2023-01-08
5281,Systems Architect,KBR,$178K - $365K,"Lexington Park, MD",Actively Hiring,2023-01-08
5282,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K,"Santa Clara, CA",Actively Hiring,2023-01-08
5283,Senior Network Architect,OnePartner,$71K - $106K,"Kingsport, TN",Actively Hiring,2023-01-16
5284,Integration Architect,Speedway LLC,$85K - $120K,"Enon, OH",Actively Hiring,2023-02-03
5285,Naval Architect,Derecktor Gunnell Inc.,$70K - $90K,"Dania Beach, FL",Actively Hiring,2023-01-19
5286,Senior Guidewire Architect,NLC Insurance,$115K - $125K,"Norwich, CT",Actively Hiring,2023-01-08
5287,Landscape Architect,KPM Franklin,$68K - $103K,"Orlando, FL",Actively Hiring,2023-01-08
5288,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K,"Los Angeles, CA",Actively Hiring,2023-01-24
5289,C2ISR Systems Engineer,PLEXSYS,$80K - $110K,"Midwest City, OK",Actively Hiring,2023-01-08
5290,ICT Systems Engineer,Danis Construction,$81K - $124K,"Miamisburg, OH",Actively Hiring,2023-01-08
5291,Licensed Architect,"CPZ Architects, Inc.",$85K,"Vero Beach, FL",Actively Hiring,2023-01-17
5292,Preconstruction Manager,SitelogIQ,$81K - $117K,"Harrisburg, PA",Actively Hiring,2023-01-08
5293,Project Architect,"Baker Associates, Inc.",$95K - $125K,"Minneapolis, MN",Actively Hiring,2023-01-08
5294,Enterprise Architect - Epic Architect,Cone Health,$114K - $168K,"Greensboro, NC",Actively Hiring,2023-01-08
5295,Lead Systems Architect,Resource Data,$88K - $122K,"Anchorage, AK",Actively Hiring,2023-01-08
5296,Project Architect,Handel Architects,$200K - $400K,"Boston, MA",Actively Hiring,2023-01-08
5297,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5298,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5299,Architect,Benchmark Group,$80K - $140K,"Rogers, AR",Actively Hiring,2023-01-08
5300,C2ISR Systems Architect,PLEXSYS,$95K - $115K,"Midwest City, OK",Actively Hiring,2023-01-08
5301,D365 Senior System Architect,USNR,$93K - $136K,"Woodland, WA",Actively Hiring,2023-01-08
5302,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5303,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$74K - $109K,"Dulles, VA",Actively Hiring,2023-01-08
5304,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5305,Network Architect,Memorial Healthcare,$100K - $165K,"Owosso, MI",Actively Hiring,2023-01-08
5306,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5307,Digital Architect,Alaska USA Federal Credit Union,$68K - $97K,"Glendale, AZ",Actively Hiring,2023-01-08
5308,Cloud Systems Architect,Farm Credit Financial Partners,$84K - $117K,"Springfield, MA",Actively Hiring,2023-01-08
5309,Web Architect,Mouser Electronics,$178K - $365K,"Mansfield, TX",Actively Hiring,2023-01-08
5310,Solutions Architect,Kamstrup,$107K - $166K,"Roswell, GA",Actively Hiring,2023-01-08
5311,Senior Tegra System Performance Architect,NVIDIA,$71K - $106K,"Santa Clara, CA",Actively Hiring,2023-01-08
5312,Senior Network Architect,OnePartner,$85K - $120K,"Kingsport, TN",Actively Hiring,2023-01-16
5313,Integration Architect,Speedway LLC,$70K - $90K,"Enon, OH",Actively Hiring,2023-02-03
5314,Naval Architect,Derecktor Gunnell Inc.,$115K - $125K,"Dania Beach, FL",Actively Hiring,2023-01-19
5315,Senior Guidewire Architect,NLC Insurance,$68K - $103K,"Norwich, CT",Actively Hiring,2023-01-08
5316,Landscape Architect,KPM Franklin,$80K - $110K,"Orlando, FL",Actively Hiring,2023-01-08
5317,Landscape Architect Associate,GCC & Associates LLC,$81K - $124K,"Los Angeles, CA",Actively Hiring,2023-01-24
5318,C2ISR Systems Engineer,PLEXSYS,$85K,"Midwest City, OK",Actively Hiring,2023-01-08
5319,Licensed Architect,"CPZ Architects, Inc.",$81K - $117K,"Vero Beach, FL",Actively Hiring,2023-01-17
5320,Lead Systems Architect,Resource Data,$114K - $168K,"Anchorage, AK",Actively Hiring,2023-01-08
5321,Digital Architect,Alaska USA Federal Credit Union,$100K - $165K,"Glendale, AZ",Actively Hiring,2023-01-08
5322,Project Architect,Handel Architects,$88K - $122K,"Boston, MA",Actively Hiring,2023-01-08
5323,Enterprise Architect - Epic Architect,Cone Health,$200K - $400K,"Greensboro, NC",Actively Hiring,2023-01-08
5324,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5325,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5326,C2ISR Systems Architect,PLEXSYS,$93K - $136K,"Midwest City, OK",Actively Hiring,2023-01-08
5327,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$80K - $140K,"Dulles, VA",Actively Hiring,2023-01-08
5328,D365 Senior System Architect,USNR,$95K - $115K,"Woodland, WA",Actively Hiring,2023-01-08
5329,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5330,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5331,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5332,Cloud Systems Architect,Farm Credit Financial Partners,$68K - $97K,"Springfield, MA",Actively Hiring,2023-01-08
5333,Web Architect,Mouser Electronics,$84K - $117K,"Mansfield, TX",Actively Hiring,2023-01-08
5334,Solutions Architect,Kamstrup,$85K - $124K,"Roswell, GA",Actively Hiring,2023-01-08
5335,Systems Architect,KBR,$178K - $365K,"Lexington Park, MD",Actively Hiring,2023-01-08
5336,Senior Tegra System Performance Architect,NVIDIA,$107K - $166K,"Santa Clara, CA",Actively Hiring,2023-01-08
5337,Senior Network Architect,OnePartner,$71K - $106K,"Kingsport, TN",Actively Hiring,2023-01-16
5338,Integration Architect,Speedway LLC,$85K - $120K,"Enon, OH",Actively Hiring,2023-02-03
5339,Naval Architect,Derecktor Gunnell Inc.,$90K - $149K,"Dania Beach, FL",Actively Hiring,2023-01-19
5340,Senior Guidewire Architect,NLC Insurance,$70K - $90K,"Norwich, CT",Actively Hiring,2023-01-08
5341,Future System Architect (Enterprise Architecture) - N2C3,MYMIC LLC,$115K - $125K,"Arlington, VA",Actively Hiring,2023-01-08
5342,Landscape Architect,KPM Franklin,$68K - $103K,"Orlando, FL",Actively Hiring,2023-01-08
5343,Landscape Architect Associate,GCC & Associates LLC,$86K - $124K,"Los Angeles, CA",Actively Hiring,2023-01-24
5344,C2ISR Systems Engineer,PLEXSYS,$80K - $110K,"Midwest City, OK",Actively Hiring,2023-01-08
5345,ICT Systems Engineer,Danis Construction,$81K - $124K,"Miamisburg, OH",Actively Hiring,2023-01-08
5346,Licensed Architect,"CPZ Architects, Inc.",$85K,"Vero Beach, FL",Actively Hiring,2023-01-17
5347,Preconstruction Manager,SitelogIQ,$81K - $117K,"Harrisburg, PA",Actively Hiring,2023-01-08
5348,Enterprise Architect - Epic Architect,Cone Health,$114K - $168K,"Greensboro, NC",Actively Hiring,2023-01-08
5349,Lead Systems Architect,Resource Data,$88K - $122K,"Anchorage, AK",Actively Hiring,2023-01-08
5350,Project Architect,Handel Architects,$200K - $400K,"Boston, MA",Actively Hiring,2023-01-08
5351,"Vice President, Chief Cybersecurity Architect",EchoStar,$95K - $105K,"Englewood, CO",Actively Hiring,2023-01-11
5352,Project Architect,Nadel Architects,$73K - $116K,"Las Vegas, NV",Actively Hiring,2023-01-08
5353,Architect,Benchmark Group,$80K - $140K,"Rogers, AR",Actively Hiring,2023-01-08
5354,C2ISR Systems Architect,PLEXSYS,$95K - $115K,"Midwest City, OK",Actively Hiring,2023-01-08
5355,D365 Senior System Architect,USNR,$93K - $136K,"Woodland, WA",Actively Hiring,2023-01-08
5356,Project Architect,American Capital Group,$45K - $60K,"Bellevue, WA",Actively Hiring,2023-01-08
5357,Senior Network Architect,National Rural Utilities Cooperative Finance Corporation,$74K - $109K,"Dulles, VA",Actively Hiring,2023-01-08
5358,Architect Job Captain,"Alfonso Hernandez Architect, LLC",$98K - $134K,"West Palm Beach, FL",Actively Hiring,2023-01-19
5359,Network Architect,Memorial Healthcare,$100K - $165K,"Owosso, MI",Actively Hiring,2023-01-08
5360,Systems Architect,Uline,$99K - $138K,"Pleasant Prairie, WI",Actively Hiring,2023-01-08
5361,Digital Architect,Alaska USA Federal Credit Union,$68K - $97K,"Glendale, AZ",Actively Hiring,2023-01-08
5362,Cloud Systems Architect,Farm Credit Financial Partners,$84K - $117K,"Springfield, MA",Actively Hiring,2023-01-08
5363,Web Architect,Mouser Electronics,$178K - $365K,"Mansfield, TX",Actively Hiring,2023-01-08
5364,Solutions Architect,Kamstrup,$107K - $166K,"Roswell, GA",Actively Hiring,2023-01-08
